.201.206.92 - - [04/Nov/2021:21:53:24 +0100] "GET /fr/recherche?q=benyah&limit=10&timestamp=1636059206529&ajaxSearch=1&id_lang=1 HTTP/1.1" 200 1576 "https://controltower.fr/fr/vibes-creator/3048-king-stanley-jah-give-us-the-power.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
94.70.57.198 - - [04/Nov/2021:22:07:33 +0100] "GET //modules/paypal/express_checkout/ajax.php?get_qty=1&id_product=2918&id_product_attribute=2978&_=1636060053263 HTTP/1.1" 200 226 "https://controltower.fr/en/abendigo-records/2918-ras-hassen-ti-four-men-on-their-horses.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15"
94.70.57.198 - - [04/Nov/2021:22:07:34 +0100] "GET //modules/paypal/express_checkout/ajax.php?get_qty=1&id_product=2918&id_product_attribute=2978&_=1636060053264 HTTP/1.1" 200 226 "https://controltower.fr/en/abendigo-records/2918-ras-hassen-ti-four-men-on-their-horses.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15"
94.70.57.198 - - [04/Nov/2021:22:07:34 +0100] "GET /7204-cart_default/ras-hassen-ti-four-men-on-their-horses.jpg HTTP/1.1" 200 2861 "https://controltower.fr/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15"
94.70.57.198 - - [04/Nov/2021:22:07:34 +0100] "GET /7205-large_default/ras-hassen-ti-four-men-on-their-horses.jpg HTTP/1.1" 200 45337 "https://controltower.fr/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15"
94.70.57.198 - - [04/Nov/2021:22:07:34 +0100] "GET /7203-cart_default/ras-hassen-ti-four-men-on-their-horses.jpg HTTP/1.1" 200 2999 "https://controltower.fr/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15"
157.55.39.67 - - [04/Nov/2021:22:07:35 +0100] "GET /5956-thickbox_default/king-alpha-ganesh-mantra.jpg HTTP/1.1" 200 97738 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
94.70.57.198 - - [04/Nov/2021:22:07:33 +0100] "GET /en/abendigo-records/2918-ras-hassen-ti-four-men-on-their-horses.html HTTP/1.1" 200 9524 "https://controltower.fr/en/abendigo-records/2918-ras-hassen-ti-four-men-on-their-horses.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15"
157.55.39.67 - - [04/Nov/2021:22:07:59 +0100] "GET /en/inner-standing-sound/1112-arkaingelle-meets-i-david-mek-we-build.html HTTP/1.1" 500 8041 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
54.36.149.60 - - [04/Nov/2021:22:08:01 +0100] "GET /fr/reality-sound-system/838-reality-souljah-feat-ize-redd-warmonger.html HTTP/1.1" 200 15191 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
66.249.66.156 - - [04/Nov/2021:22:08:13 +0100] "GET /fr/sir-james-records/2878-vaughn-benjamin-take-your-time.html HTTP/1.1" 200 14956 "https://controltower.fr/fr/sir-james-records/2878-vaughn-benjamin-take-your-time.html" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
68.46.235.52 - - [04/Nov/2021:22:08:20 +0100] "GET /5727-thickbox_default/akae-beka-hail-the-king.jpg HTTP/1.1" 200 127218 "https://www.google.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Mobile/15E148 Safari/604.1"
54.36.148.133 - - [04/Nov/2021:22:08:23 +0100] "GET /5987-cart_default/the-bush-chemists-epic.jpg HTTP/1.1" 200 7858 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
176.156.222.110 - - [04/Nov/2021:22:08:24 +0100] "POST /admincontrol/ajax.php?rand=1636060099294 HTTP/1.1" 200 932 "https://controltower.fr/admincontrol/index.php?controller=AdminOrders&id_order=6564&vieworder&token=e792fee3cdafab3e973b81a1e80cd388" "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
176.156.222.110 - - [04/Nov/2021:22:08:31 +0100] "POST /admincontrol/ajax.php?rand=1636060105463 HTTP/1.1" 200 932 "https://controltower.fr/admincontrol/index.php?controller=AdminOrders&id_order=5614&vieworder&token=e792fee3cdafab3e973b81a1e80cd388" "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:93.0) Gecko/20100101 Firefox/93.0"
42.236.10.106 - - [04/Nov/2021:22:08:32 +0100] "GET / HTTP/1.1" 301 493 "-" "Mozilla/5.0 (Linux; U; Android 8.1.0; zh-CN; EML-AL00 Build/HUAWEIEML-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 baidu.sogo.uc.UCBrowser/11.9.4.974 UWS/2.13.1.48 Mobile Safari/537.36 AliApp(DingTalk/4.5.11) com.alibaba.android.rimet/10487439 Channel/227200 language/zh-CN"
40.77.167.63 - - [04/Nov/2021:22:08:33 +0100] "GET /5772-large_default/ras-amlak-meets-chazbo-have-no-fear.jpg HTTP/1.1" 200 44139 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
176.176.2.71 - - [04/Nov/2021:22:08:37 +0100] "GET / HTTP/1.1" 301 5599 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1"
176.176.2.71 - - [04/Nov/2021:22:08:38 +0100] "GET / HTTP/1.1" 301 5599 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1"
176.176.2.71 - - [04/Nov/2021:22:08:37 +0100] "GET /en/ HTTP/1.1" 200 5322 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1"
176.176.2.71 - - [04/Nov/2021:22:08:38 +0100] "GET /en/ HTTP/1.1" 200 150122 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1"
176.176.2.71 - - [04/Nov/2021:22:08:41 +0100] "GET / HTTP/1.1" 301 5599 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1"
176.176.2.71 - - [04/Nov/2021:22:08:42 +0100] "GET / HTTP/1.1" 301 5599 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1"
176.176.2.71 - - [04/Nov/2021:22:08:41 +0100] "GET /en/ HTTP/1.1" 200 112234 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1"
176.176.2.71 - - [04/Nov/2021:22:08:42 +0100] "GET /en/ HTTP/1.1" 200 112230 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1"
42.236.10.106 - - [04/Nov/2021:22:08:46 +0100] "GET / HTTP/1.1" 301 493 "http://baidu.com/" "Mozilla/5.0 (Linux; U; Android 8.1.0; zh-CN; EML-AL00 Build/HUAWEIEML-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 baidu.sogo.uc.UCBrowser/11.9.4.974 UWS/2.13.1.48 Mobile Safari/537.36 AliApp(DingTalk/4.5.11) com.alibaba.android.rimet/10487439 Channel/227200 language/zh-CN"
42.236.10.125 - - [04/Nov/2021:22:08:48 +0100] "GET / HTTP/1.1" 301 5113 "http://baidu.com/" "Mozilla/5.0 (Linux; U; Android 8.1.0; zh-CN; EML-AL00 Build/HUAWEIEML-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 baidu.sogo.uc.UCBrowser/11.9.4.974 UWS/2.13.1.48 Mobile Safari/537.36 AliApp(DingTalk/4.5.11) com.alibaba.android.rimet/10487439 Channel/227200 language/zh-CN"
23.146.241.135 - - [04/Nov/2021:22:08:57 +0100] "GET /dispatch.asp HTTP/1.1" 301 517 "-" "Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X; en-US) AppleWebKit/531.5.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6531.5.2"
54.36.148.251 - - [04/Nov/2021:22:08:57 +0100] "GET /en/culture-dub-records/1723-dub-shepherds-meets-kandee-turn-on-the-red-light.html HTTP/1.1" 200 15077 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
42.236.10.114 - - [04/Nov/2021:22:08:55 +0100] "GET /en/ HTTP/1.1" 200 308655 "http://baidu.com/" "Mozilla/5.0 (Linux; U; Android 8.1.0; zh-CN; EML-AL00 Build/HUAWEIEML-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 baidu.sogo.uc.UCBrowser/11.9.4.974 UWS/2.13.1.48 Mobile Safari/537.36 AliApp(DingTalk/4.5.11) com.alibaba.android.rimet/10487439 Channel/227200 language/zh-CN"
176.156.222.110 - - [04/Nov/2021:22:08:59 +0100] "POST /admincontrol/ajax.php?rand=1636060133620 HTTP/1.1" 200 932 "https://controltower.fr/admincontrol/index.php?controller=AdminEnvoiMoinsCher&id_order=8856&option=send&token=27d7475b073347ae85ef86e2e2b9fb80" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"
42.236.10.114 - - [04/Nov/2021:22:08:59 +0100] "GET /themes/theme-HDC/css/global.css HTTP/1.1" 200 36903 "https://controltower.fr/en/" "Mozilla/5.0 (Linux; U; Android 8.1.0; zh-CN; EML-AL00 Build/HUAWEIEML-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 baidu.sogo.uc.UCBrowser/11.9.4.974 UWS/2.13.1.48 Mobile Safari/537.36 AliApp(DingTalk/4.5.11) com.alibaba.android.rimet/10487439 Channel/227200 language/zh-CN"
42.236.10.114 - - [04/Nov/2021:22:09:00 +0100] "GET /themes/theme-HDC/css/autoload/highdpi.css HTTP/1.1" 200 508 "https://controltower.fr/en/" "Mozilla/5.0 (Linux; U; Android 8.1.0; zh-CN; EML-AL00 Build/HUAWEIEML-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 baidu.sogo.uc.UCBrowser/11.9.4.974 UWS/2.13.1.48 Mobile Safari/537.36 AliApp(DingTalk/4.5.11) com.alibaba.android.rimet/10487439 Channel/227200 language/zh-CN"
42.236.10.117 - - [04/Nov/2021:22:09:00 +0100] "GET /themes/theme-HDC/css/autoload/responsive-tables.css HTTP/1.1" 200 1044 "https://controltower.fr/en/" "Mozilla/5.0 (Linux; U; Android 8.1.0; zh-CN; EML-AL00 Build/HUAWEIEML-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 baidu.sogo.uc.UCBrowser/11.9.4.974 UWS/2.13.1.48 Mobile Safari/537.36 AliApp(DingTalk/4.5.11) com.alibaba.android.rimet/10487439 Channel/227200 language/zh-CN"
42.236.10.106 - - [04/Nov/2021:22:09:00 +0100] "GET /themes/theme-HDC/css/autoload/uniform.default.css HTTP/1.1" 200 2892 "https://controltower.fr/en/" "Mozilla/5.0 (Linux; U; Android 8.1.0; zh-CN; EML-AL00 Build/HUAWEIEML-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 baidu.sogo.uc.UCBrowser/11.9.4.974 UWS/2.13.1.48 Mobile Safari/537.36 AliApp(DingTalk/4.5.11) com.alibaba.android.rimet/10487439 Channel/227200 language/zh-CN"
42.236.10.114 - - [04/Nov/2021:22:09:00 +0100] "GET /themes/theme-HDC/css/modules/blockcart/blockcart.css HTTP/1.1" 200 3410 "https://controltower.fr/en/" "Mozilla/5.0 (Linux; U; Android 8.1.0; zh-CN; EML-AL00 Build/HUAWEIEML-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 baidu.sogo.uc.UCBrowser/11.9.4.974 UWS/2.13.1.48 Mobile Safari/537.36 AliApp(DingTalk/4.5.11) com.alibaba.android.rimet/10487439 Channel/227200 language/zh-CN"
42.236.10.125 - - [04/Nov/2021:22:09:00 +0100] "GET /js/jquery/plugins/bxslider/jquery.bxslider.css HTTP/1.1" 200 1516 "https://controltower.fr/en/" "Mozilla/5.0 (Linux; U; Android 8.1.0; zh-CN; EML-AL00 Build/HUAWEIEML-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 baidu.sogo.uc.UCBrowser/11.9.4.974 UWS/2.13.1.48 Mobile Safari/537.36 AliApp(DingTalk/4.5.11) com.alibaba.android.rimet/10487439 Channel/227200 language/zh-CN"
42.236.10.114 - - [04/Nov/2021:22:09:00 +0100] "GET /themes/theme-HDC/css/modules/blockcategories/blockcategories.css HTTP/1.1" 200 1110 "https://controltower.fr/en/" "Mozilla/5.0 (Linux; U; Android 8.1.0; zh-CN; EML-AL00 Build/HUAWEIEML-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 baidu.sogo.uc.UCBrowser/11.9.4.974 UWS/2.13.1.48 Mobile Safari/537.36 AliApp(DingTalk/4.5.11) com.alibaba.android.rimet/10487439 Channel/227200 language/zh-CN"
42.236.10.114 - - [04/Nov/2021:22:09:00 +0100] "GET /themes/theme-HDC/css/modules/blocklanguages/blocklanguages.css HTTP/1.1" 200 969 "https://controltower.fr/en/" "Mozilla/5.0 (Linux; U; Android 8.1.0; zh-CN; EML-AL00 Build/HUAWEIEML-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 baidu.sogo.uc.UCBrowser/11.9.4.974 UWS/2.13.1.48 Mobile Safari/537.36 AliApp(DingTalk/4.5.11) com.alibaba.android.rimet/10487439 Channel/227200 language/zh-CN"
42.236.10.114 - - [04/Nov/2021:22:09:00 +0100] "GET /themes/theme-HDC/css/modules/blocknewproducts/blocknewproducts.css HTTP/1.1" 200 328 "https://controltower.fr/en/" "Mozilla/5.0 (Linux; U; Android 8.1.0; zh-CN; EML-AL00 Build/HUAWEIEML-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 baidu.sogo.uc.UCBrowser/11.9.4.974 UWS/2.13.1.48 Mobile Safari/537.36 AliApp(DingTalk/4.5.11) com.alibaba.android.rimet/10487439 Channel/227200 language/zh-CN"
42.236.10.125 - - [04/Nov/2021:22:09:00 +0100] "GET /themes/theme-HDC/css/modules/blocksearch/blocksearch.css HTTP/1.1" 200 958 "https://controltower.fr/en/" "Mozilla/5.0 (Linux; U; Android 8.1.0; zh-CN; EML-AL00 Build/HUAWEIEML-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 baidu.sogo.uc.UCBrowser/11.9.4.974 UWS/2.13.1.48 Mobile Safari/537.36 AliApp(DingTalk/4.5.11) com.alibaba.android.rimet/10487439 Channel/227200 language/zh-CN"
42.236.10.117 - - [04/Nov/2021:22:09:00 +0100] "GET /js/jquery/plugins/autocomplete/jquery.autocomplete.css HTTP/1.1" 200 777 "https://controltower.fr/en/" "Mozilla/5.0 (Linux; U; Android 8.1.0; zh-CN; EML-AL00 Build/HUAWEIEML-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 baidu.sogo.uc.UCBrowser/11.9.4.974 UWS/2.13.1.48 Mobile Safari/537.36 AliApp(DingTalk/4.5.11) com.alibaba.android.rimet/10487439 Channel/227200 language/zh-CN"
42.236.10.114 - - [04/Nov/2021:22:09:00 +0100] "GET /themes/theme-HDC/css/modules/blocktopmenu/css/blocktopmenu.css HTTP/1.1" 200 461 "https://controltower.fr/en/" "Mozilla/5.0 (Linux; U; Android 8.1.0; zh-CN; EML-AL00 Build/HUAWEIEML-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 baidu.sogo.uc.UCBrowser/11.9.4.974 UWS/2.13.1.48 Mobile Safari/537.36 AliApp(DingTalk/4.5.11) com.alibaba.android.rimet/10487439 Channel/227200 language/zh-CN"
42.236.10.114 - - [04/Nov/2021:22:09:00 +0100] "GET /themes/theme-HDC/css/modules/blocktopmenu/css/superfish-modified.css HTTP/1.1" 200 1810 "https://controltower.fr/en/" "Mozilla/5.0 (Linux; U; Android 8.1.0; zh-CN; EML-AL00 Build/HUAWEIEML-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 baidu.sogo.uc.UCBrowser/11.9.4.974 UWS/2.13.1.48 Mobile Safari/537.36 AliApp(DingTalk/4.5.11) com.alibaba.android.rimet/10487439 Channel/227200 language/zh-CN"
42.236.10.114 - - [04/Nov/2021:22:09:00 +0100] "GET /themes/theme-HDC/css/modules/blockviewed/blockviewed.css HTTP/1.1" 200 481 "https://controltower.fr/en/" "Mozilla/5.0 (Linux; U; Android 8.1.0; zh-CN; EML-AL00 Build/HUAWEIEML-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 baidu.sogo.uc.UCBrowser/11.9.4.974 UWS/2.13.1.48 Mobile Safari/537.36 AliApp(DingTalk/4.5.11) com.alibaba.android.rimet/10487439 Channel/227200 language/zh-CN"
42.236.10.125 - - [04/Nov/2021:22:09:00 +0100] "GET /themes/theme-HDC/css/modules/homefeatured/homefeatured.css HTTP/1.1" 200 324 "https://controltower.fr/en/" "Mozilla/5.0 (Linux; U; Android 8.1.0; zh-CN; EML-AL00 Build/HUAWEIEML-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 baidu.sogo.uc.UCBrowser/11.9.4.974 UWS/2.13.1.48 Mobile Safari/537.36 AliApp(DingTalk/4.5.11) com.alibaba.android.rimet/10487439 Channel/227200 language/zh-CN"
42.236.10.117 - - [04/Nov/2021:22:09:00 +0100] "GET /themes/theme-HDC/css/modules/blockwishlist/blockwishlist.css HTTP/1.1" 200 1725 "https://controltower.fr/en/" "Mozilla/5.0 (Linux; U; Android 8.1.0; zh-CN; EML-AL00 Build/HUAWEIEML-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 baidu.sogo.uc.UCBrowser/11.9.4.974 UWS/2.13.1.48 Mobile Safari/537.36 AliApp(DingTalk/4.5.11) com.alibaba.android.rimet/10487439 Channel/227200 language/zh-CN"
42.236.10.114 - - [04/Nov/2021:22:09:01 +0100] "GET /themes/theme-HDC/css/modules/blockuserinfo/blockuserinfo.css HTTP/1.1" 200 626 "https://controltower.fr/en/" "Mozilla/5.0 (Linux; U; Android 8.1.0; zh-CN; EML-AL00 Build/HUAWEIEML-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 baidu.sogo.uc.UCBrowser/11.9.4.974 UWS/2.13.1.48 Mobile Safari/537.36 AliApp(DingTalk/4.5.11) com.alibaba.android.rimet/10487439 Channel/227200 language/zh-CN"
42.236.10.117 - - [04/Nov/2021:22:09:01 +0100] "GET /img/control-tower-records-logo-1453128870.jpg HTTP/1.1" 200 29423 "https://controltower.fr/en/" "Mozilla/5.0 (Linux; U; Android 8.1.0; zh-CN; EML-AL00 Build/HUAWEIEML-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 baidu.sogo.uc.UCBrowser/11.9.4.974 UWS/2.13.1.48 Mobile Safari/537.36 AliApp(DingTalk/4.5.11) com.alibaba.android.rimet/10487439 Channel/227200 language/zh-CN"
42.236.10.106 - - [04/Nov/2021:22:09:01 +0100] "GET /themes/theme-HDC/css/product_list.css HTTP/1.1" 200 2884 "https://controltower.fr/en/" "Mozilla/5.0 (Linux; U; Android 8.1.0; zh-CN; EML-AL00 Build/HUAWEIEML-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 baidu.sogo.uc.UCBrowser/11.9.4.974 UWS/2.13.1.48 Mobile Safari/537.36 AliApp(DingTalk/4.5.11) com.alibaba.android.rimet/10487439 Channel/227200 language/zh-CN"
42.236.10.114 - - [04/Nov/2021:22:09:01 +0100] "GET /modules/productaudioplaylistplugin/views/css/mediaelementplayer/base/mediaelementplayer.css HTTP/1.1" 200 4168 "https://controltower.fr/en/" "Mozilla/5.0 (Linux; U; Android 8.1.0; zh-CN; EML-AL00 Build/HUAWEIEML-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 baidu.sogo.uc.UCBrowser/11.9.4.974 UWS/2.13.1.48 Mobile Safari/537.36 AliApp(DingTalk/4.5.11) com.alibaba.android.rimet/10487439 Channel/227200 language/zh-CN"
42.236.10.117 - - [04/Nov/2021:22:09:01 +0100] "GET /themes/theme-HDC/css/modules/productaudioplaylistplugin/views/css/mediaelementplayer/skin/pro-player-papp.css HTTP/1.1" 200 5735 "https://controltower.fr/en/" "Mozilla/5.0 (Linux; U; Android 8.1.0; zh-CN; EML-AL00 Build/HUAWEIEML-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 baidu.sogo.uc.UCBrowser/11.9.4.974 UWS/2.13.1.48 Mobile Safari/537.36 AliApp(DingTalk/4.5.11) com.alibaba.android.rimet/10487439 Channel/227200 language/zh-CN"
42.236.10.114 - - [04/Nov/2021:22:09:01 +0100] "GET /modules/productaudioplaylistplugin/views/css/mediaelementplayer/skin/skin-fancy.css HTTP/1.1" 200 1934 "https://controltower.fr/en/" "Mozilla/5.0 (Linux; U; Android 8.1.0; zh-CN; EML-AL00 Build/HUAWEIEML-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 baidu.sogo.uc.UCBrowser/11.9.4.974 UWS/2.13.1.48 Mobile Safari/537.36 AliApp(DingTalk/4.5.11) com.alibaba.android.rimet/10487439 Channel/227200 language/zh-CN"
42.236.10.125 - - [04/Nov/2021:22:09:01 +0100] "GET /modules/productaudioplaylistplugin/views/css/mediaelementplayer/skin/skin-default-dark.css HTTP/1.1" 200 1917 "https://controltower.fr/en/" "Mozilla/5.0 (Linux; U; Android 8.1.0; zh-CN; EML-AL00 Build/HUAWEIEML-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 baidu.sogo.uc.UCBrowser/11.9.4.974 UWS/2.13.1.48 Mobile Safari/537.36 AliApp(DingTalk/4.5.11) com.alibaba.android.rimet/10487439 Channel/227200 language/zh-CN"
42.236.10.114 - - [04/Nov/2021:22:09:01 +0100] "GET /modules/paypal/views/css/paypal.css HTTP/1.1" 200 3664 "https://controltower.fr/en/" "Mozilla/5.0 (Linux; U; Android 8.1.0; zh-CN; EML-AL00 Build/HUAWEIEML-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 baidu.sogo.uc.UCBrowser/11.9.4.974 UWS/2.13.1.48 Mobile Safari/537.36 AliApp(DingTalk/4.5.11) com.alibaba.android.rimet/10487439 Channel/227200 language/zh-CN"
42.236.10.106 - - [04/Nov/2021:22:09:01 +0100] "GET /themes/theme-HDC/css/style-hdc.css HTTP/1.1" 200 3149 "https://controltower.fr/en/" "Mozilla/5.0 (Linux; U; Android 8.1.0; zh-CN; EML-AL00 Build/HUAWEIEML-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 baidu.sogo.uc.UCBrowser/11.9.4.974 UWS/2.13.1.48 Mobile Safari/537.36 AliApp(DingTalk/4.5.11) com.alibaba.android.rimet/10487439 Channel/227200 language/zh-CN"
42.236.10.114 - - [04/Nov/2021:22:09:01 +0100] "GET /themes/theme-HDC/css/fancybox.css HTTP/1.1" 200 1767 "https://controltower.fr/en/" "Mozilla/5.0 (Linux; U; Android 8.1.0; zh-CN; EML-AL00 Build/HUAWEIEML-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 baidu.sogo.uc.UCBrowser/11.9.4.974 UWS/2.13.1.48 Mobile Safari/537.36 AliApp(DingTalk/4.5.11) com.alibaba.android.rimet/10487439 Channel/227200 language/zh-CN"
42.236.10.125 - - [04/Nov/2021:22:09:01 +0100] "GET /js/jquery/jquery-migrate-1.2.1.min.js HTTP/1.1" 200 3445 "https://controltower.fr/en/" "Mozilla/5.0 (Linux; U; Android 8.1.0; zh-CN; EML-AL00 Build/HUAWEIEML-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 baidu.sogo.uc.UCBrowser/11.9.4.974 UWS/2.13.1.48 Mobile Safari/537.36 AliApp(DingTalk/4.5.11) com.alibaba.android.rimet/10487439 Channel/227200 language/zh-CN"
42.236.10.114 - - [04/Nov/2021:22:09:01 +0100] "GET /js/jquery/jquery-1.11.0.min.js HTTP/1.1" 200 33836 "https://controltower.fr/en/" "Mozilla/5.0 (Linux; U; Android 8.1.0; zh-CN; EML-AL00 Build/HUAWEIEML-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 baidu.sogo.uc.UCBrowser/11.9.4.974 UWS/2.13.1.48 Mobile Safari/537.36 AliApp(DingTalk/4.5.11) com.alibaba.android.rimet/10487439 Channel/227200 language/zh-CN"
42.236.10.114 - - [04/Nov/2021:22:09:01 +0100] "GET /js/jquery/plugins/jquery.easing.js HTTP/1.1" 200 1502 "https://controltower.fr/en/" "Mozilla/5.0 (Linux; U; Android 8.1.0; zh-CN; EML-AL00 Build/HUAWEIEML-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 baidu.sogo.uc.UCBrowser/11.9.4.974 UWS/2.13.1.48 Mobile Safari/537.36 AliApp(DingTalk/4.5.11) com.alibaba.android.rimet/10487439 Channel/227200 language/zh-CN"
